,,,,,Total Summed Signal to Noise,,,,,,,,,,,,,,,,,,,
sp|Q9CVB6|ARPC2_MOUSE,Arpc2,ARPC2_MOUSE Actin-related protein 2/3 complex subunit 2,5,0,1084.65,978.181,749.466,1611.23,757.003,788.61,459.176,818.475,455.822,822.751,0,0,0,0,0,0,0,0,0,0
sp|Q9CWH6|PSA7L_MOUSE,Psma8,PSA7L_MOUSE Proteasome subunit alpha type-7-like,0,1,0,0,0,0,0,0,0,0,0,0,39.5833,37.3929,60.5314,25.7575,37.7369,31.4092,27.6935,36.3489,128.965,42.864
sp|Q9CXW4|RL11_MOUSE,Rpl11,RL11_MOUSE 60S ribosomal protein L11,3,1,1560.87,1597.21,2041.32,990.404,1954.87,1944.61,2247.78,1832.19,931.968,1459.4,383.793,367.3,275.383,389.506,378.026,503.93,451.909,448.718,204.991,262.448
sp|Q9CY27|TECR_MOUSE,Tecr,TECR_MOUSE Very-long-chain enoyl-CoA reductase,7,5,5752.6,3295.35,3230.4,5247.72,2936.69,3318.75,2082.54,2532.41,3868.38,4131.31,355.9,672.363,369.488,516.7,680.822,604.142,936.112,601.232,988.315,417.019
sp|Q9CY50|SSRA_MOUSE,Ssr1,SSRA_MOUSE Translocon-associated protein subunit alpha,1,2,494.445,428.435,592.316,174.072,435.018,313.237,615.763,527.265,440.212,573.544,218.329,248.828,264.134,318.981,219.226,277.011,412.597,305.145,278.822,294.95
sp|Q9CY58|PAIRB_MOUSE,Serbp1,PAIRB_MOUSE Plasminogen activator inhibitor 1 RNA-binding protein,8,1,3819.42,3720.58,4372.36,3490.1,4850.79,4770.84,4428.72,4623.72,2229.08,2184.76,224.632,325.271,132.236,251.512,252.074,396.754,334.881,252.027,128.126,171.859
sp|Q9CZM2|RL15_MOUSE,Rpl15,RL15_MOUSE 60S ribosomal protein L15,4,2,1031.79,1023.63,1340.41,956.205,1257.57,1088.17,1611.79,1269.99,609.024,751.297,497.721,454.58,277.73,495.942,559.93,657.023,639.564,720.584,260.831,332.815
sp|Q9CZX8|RS19_MOUSE,Rps19,RS19_MOUSE 40S ribosomal protein S19,3,2,1124.02,924.145,1628.01,873.816,1374.19,1430.26,1390,1624.67,943.105,606.436,325.014,462.851,188.14,516.269,371.285,510.423,502.755,443.542,170.06,282.87
sp|Q9D0E1|HNRPM_MOUSE,Hnrnpm,HNRPM_MOUSE Heterogeneous nuclear ribonucleoprotein M,2,0,272.818,336.082,366.114,181.752,254.489,246.129,265.657,302.291,1710,258.604,0,0,0,0,0,0,0,0,0,0
sp|Q9D0F3|LMAN1_MOUSE,Lman1,LMAN1_MOUSE Protein ERGIC-53,4,0,761.477,1007.31,1561.05,451.71,1134.35,845.825,1090.87,1090.42,924.045,1154.07,0,0,0,0,0,0,0,0,0,0
sp|Q9D0M5|DYL2_MOUSE,Dynll2,"DYL2_MOUSE Dynein light chain 2, cytoplasmic",1,1,439.439,431.911,445.03,482.355,355.259,458.035,442.11,367.383,317.191,295.964,95.4174,126.461,104.682,195.211,148.254,91.4956,81.0545,138.251,86.3854,1923.74
sp|Q9D0R2|SYTC_MOUSE,Tars,"SYTC_MOUSE Threonine--tRNA ligase, cytoplasmic",0,1,0,0,0,0,0,0,0,0,0,0,100.907,148.243,85.1362,173.59,269.065,235.585,162.077,246.003,176.462,262.198
sp|Q9D1G1|RAB1B_MOUSE,Rab1b,RAB1B_MOUSE Ras-related protein Rab-1B,1,0,204.721,160.516,364.446,90.5719,312.046,253.871,240.083,224.575,218.741,192.616,0,0,0,0,0,0,0,0,0,0
sp|Q9D1M0|SEC13_MOUSE,Sec13,SEC13_MOUSE Protein SEC13 homolog,1,0,100.158,73.4321,82.4297,209.758,73.8189,98.8856,99.9025,86.6823,107.051,105.278,0,0,0,0,0,0,0,0,0,0
sp|Q9D1M7|FKB11_MOUSE,Fkbp11,FKB11_MOUSE Peptidyl-prolyl cis-trans isomerase FKBP11,1,0,447.262,432.878,1227.87,75.8827,1040.47,544.073,880.141,637.028,364.729,481.929,0,0,0,0,0,0,0,0,0,0
sp|Q9D1Q6|ERP44_MOUSE,Erp44,ERP44_MOUSE Endoplasmic reticulum resident protein 44,2,0,509.307,372.147,540.633,333.012,500.909,406.118,476.535,464.582,799.144,509.332,0,0,0,0,0,0,0,0,0,0
sp|Q9D1R9|RL34_MOUSE,Rpl34,RL34_MOUSE 60S ribosomal protein L34,5,3,3691.09,4069.6,6226.75,3738.54,5074.36,4802.7,5870.68,4189.25,2275.34,2193.89,968.981,1020.34,647.049,947.959,1491.05,1051.25,1160.86,1590.05,659.912,1328.04
sp|Q9D2Q8|S10AE_MOUSE,S100a14,S10AE_MOUSE Protein S100-A14,1,1,204.742,1975.63,306.327,56.5655,327.218,369.714,232.008,309.599,486.948,713.554,159.95,91.4682,293.374,81.7723,191.092,138.081,114.373,168.144,404.491,197.361
sp|Q9D379|HYEP_MOUSE,Ephx1,HYEP_MOUSE Epoxide hydrolase 1,5,3,3023.78,2313.5,4760.37,1390.11,4474.04,2876.23,4342.15,2706.46,3240.59,4677.28,651.404,904.082,532.783,1229,443.561,612.044,515.741,769.52,1134.45,1051.33
sp|Q9D6P8|CALL3_MOUSE,Calml3,CALL3_MOUSE Calmodulin-like protein 3,1,0,57.2675,520.548,76.4446,15.5741,60.8016,60.5859,102.65,92.173,65.7532,1609.03,0,0,0,0,0,0,0,0,0,0
sp|Q9D823|RL37_MOUSE,Rpl37,RL37_MOUSE 60S ribosomal protein L37,1,0,336.358,340.962,565.12,251.94,439.881,429.883,456.577,532.727,260.501,216.652,0,0,0,0,0,0,0,0,0,0
sp|Q9D826|SOX_MOUSE,Pipox,SOX_MOUSE Peroxisomal sarcosine oxidase,1,1,389.345,307.528,366.78,166.86,356.757,334.106,379.045,350.247,209.915,289.327,78.4249,70.7743,73.4448,116.147,90.1881,101.354,145.054,112.177,54.3694,75.1678
sp|Q9D898|ARP5L_MOUSE,Arpc5l,ARP5L_MOUSE Actin-related protein 2/3 complex subunit 5-like protein,1,1,149.609,138.092,157.234,121.148,168.824,148.286,109.057,165.274,152.882,114.592,45.9161,41.7006,79.8504,61.1932,56.6397,48.9925,52.9639,83.7942,58.749,58.3496
sp|Q9D8E6|RL4_MOUSE,Rpl4,RL4_MOUSE 60S ribosomal protein L4,21,15,14507.6,15201.8,19096,7722.72,20448.3,15311.3,20035.8,16319.7,9222.38,9380.71,5225.86,5108.09,3035.03,6179.35,5421.32,5360.4,6290.02,7067.67,2145.4,4092.25
sp|Q9D8N0|EF1G_MOUSE,Eef1g,EF1G_MOUSE Elongation factor 1-gamma,1,0,126.937,140.464,263.364,98.2669,166.914,133.906,162.901,201.147,170.857,332.372,0,0,0,0,0,0,0,0,0,0
sp|Q9DBG3|AP2B1_MOUSE,Ap2b1,AP2B1_MOUSE AP-2 complex subunit beta,19,17,7615.75,1778.26,2609.4,16873.6,2627.12,3910.25,1695.09,2355.69,1664.45,1571.47,2804.27,4650.16,8704.72,3567.95,2796.32,7109.12,2205.47,1274.89,897.698,673.74
sp|Q9DBG6|RPN2_MOUSE,Rpn2,RPN2_MOUSE Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,1,1,212.008,117.382,267.885,83.8005,193.408,141.562,230.159,178.443,229.066,302.475,166.002,205.29,145.043,318.916,150.709,148.178,187.481,238.51,129.361,350.697
sp|Q9DBG7|SRPR_MOUSE,Srpr,SRPR_MOUSE Signal recognition particle receptor subunit alpha,1,0,321.158,276.409,449.408,158.515,336.568,266.726,476.255,403.596,224.111,284.557,0,0,0,0,0,0,0,0,0,0
sp|Q9DBM2|ECHP_MOUSE,Ehhadh,ECHP_MOUSE Peroxisomal bifunctional enzyme,0,1,0,0,0,0,0,0,0,0,0,0,58.2935,64.3563,67.9298,88.1508,61.5759,110.542,93.164,114.94,57.4188,81.6023
sp|Q9DBN5|LONP2_MOUSE,Lonp2,"LONP2_MOUSE Lon protease homolog 2, peroxisomal",1,0,137.365,140.783,133.643,75.1962,204.055,110.29,93.1162,167.768,108.921,119.192,0,0,0,0,0,0,0,0,0,0
sp|Q9DCN2|NB5R3_MOUSE,Cyb5r3,NB5R3_MOUSE NADH-cytochrome b5 reductase 3,1,0,323.887,377.783,589.033,109.692,437.149,408.622,394.553,491.253,391.096,357.398,0,0,0,0,0,0,0,0,0,0
sp|Q9DCQ7|A1AT6_MOUSE,Serpina1f,A1AT6_MOUSE Alpha-1-antitrypsin 1-6,1,0,366.265,674.291,731.268,244.208,420.138,541.654,395.535,605.862,579.999,811.827,0,0,0,0,0,0,0,0,0,0
sp|Q9DD20|MET7B_MOUSE,Mettl7b,MET7B_MOUSE Methyltransferase-like protein 7B,9,4,5727.5,4548.19,7314.71,4318.22,5618.57,5062.02,4463.91,3354.64,4585.81,5298.01,891.348,1064.27,643.449,1299.33,985.181,984.266,741.86,1046.47,461.809,1059.26
sp|Q9EP89|LACTB_MOUSE,Lactb,"LACTB_MOUSE Serine beta-lactamase-like protein LACTB, mitochondrial",2,0,526.864,397.022,589.152,706.732,467.811,518.628,394.471,390.912,411.37,346.092,0,0,0,0,0,0,0,0,0,0
sp|Q9EQK5|MVP_MOUSE,Mvp,MVP_MOUSE Major vault protein,15,12,5344.84,6499.15,7282.02,2397.74,5259.9,6740.23,4783.63,5237.13,5686.48,6068.94,1713.39,2111.79,1367.65,2607.02,2305.33,2653.07,2038.66,1858.51,3491.67,2887.17
sp|Q9ERE2|KRT81_MOUSE,Krt81,"KRT81_MOUSE Keratin, type II cuticular Hb1",3,0,15.9052,0,147.513,12.8805,13.9972,0.0117976,0.0414571,135.536,5820.36,0,0,0,0,0,0,0,0,0,0,0
sp|Q9ERG0|LIMA1_MOUSE,Lima1,LIMA1_MOUSE LIM domain and actin-binding protein 1,35,14,11764,4654.4,5916.97,24156.6,5848.05,8017.07,4628.38,7922.89,4912.28,4559.59,2790.85,2503.47,3752.8,2528.46,1955.31,2907.3,3520.12,2137.78,1386.69,1429.86
sp|Q9ESP1|SDF2L_MOUSE,Sdf2l1,SDF2L_MOUSE Stromal cell-derived factor 2-like protein 1,1,0,121.148,115.087,141.038,41.7959,126.549,88.9253,110.022,131.408,159.354,81.4587,0,0,0,0,0,0,0,0,0,0
sp|Q9ET01|PYGL_MOUSE,Pygl,"PYGL_MOUSE Glycogen phosphorylase, liver form",10,3,2736.05,2468.08,4679.18,1190.31,3784.5,2719.97,1869.05,2405.04,2566.35,3748.44,211.387,176.241,171.065,374.532,208.734,186.886,207.306,189.405,232.393,251.326
sp|Q9ET30|TM9S3_MOUSE,Tm9sf3,TM9S3_MOUSE Transmembrane 9 superfamily member 3,1,0,171.141,205.328,319.039,59.4486,177.584,212.548,213.237,205.085,211.289,194.106,0,0,0,0,0,0,0,0,0,0
sp|Q9JHJ0|TMOD3_MOUSE,Tmod3,TMOD3_MOUSE Tropomodulin-3,3,0,747.017,342.391,346.749,1382.78,318.102,444.723,219.406,387.172,235.636,273.912,0,0,0,0,0,0,0,0,0,0
sp|Q9JHR7|IDE_MOUSE,Ide,IDE_MOUSE Insulin-degrading enzyme,0,1,0,0,0,0,0,0,0,0,0,0,77.0527,81.7843,351.325,53.5461,92.7887,74.0561,72.0561,83.9554,199.544,82.4234
sp|Q9JHU4|DYHC1_MOUSE,Dync1h1,DYHC1_MOUSE Cytoplasmic dynein 1 heavy chain 1,0,2,0,0,0,0,0,0,0,0,0,0,145.486,514.852,187.887,1011.6,479.714,180.295,139.632,255.443,201.432,341.002
sp|Q9JIF7|COPB_MOUSE,Copb1,COPB_MOUSE Coatomer subunit beta,1,0,95.4451,119.238,146.554,137.129,118.22,85.0579,94.4595,106.439,102.212,101.39,0,0,0,0,0,0,0,0,0,0
sp|Q9JIZ0|CMLO1_MOUSE,Cml1,CMLO1_MOUSE Probable N-acetyltransferase CML1,2,1,1030.36,839.283,1448.09,854.961,1276.01,1203.13,776.89,708.491,857.709,991.609,245.636,340.565,183.784,328.881,469.158,325.143,226.419,250.812,159.618,420.127
sp|Q9JJ28|FLII_MOUSE,Flii,FLII_MOUSE Protein flightless-1 homolog,2,1,260.689,162.28,237.621,466.896,152.752,224.987,100.24,214.857,107.455,159.044,133.682,90.8902,126.061,130.012,121.826,97.9213,83.1193,93.4965,57.1708,107.62
sp|Q9JJI8|RL38_MOUSE,Rpl38,RL38_MOUSE 60S ribosomal protein L38,4,1,1608.43,1101.89,1707.59,1272.06,1724.13,1640.38,1465.48,1557.68,818.909,621.323,284.18,356.768,202.96,345.252,312.948,362.703,321.237,354.808,367.186,241.236
sp|Q9JJL3|SO1B2_MOUSE,Slco1b2,SO1B2_MOUSE Solute carrier organic anion transporter family member 1B2,0,1,0,0,0,0,0,0,0,0,0,0,82.296,141.761,86.3612,144.371,107.938,124.118,111.673,118.867,22.8641,60.9165
sp|Q9JJW0|PXMP4_MOUSE,Pxmp4,PXMP4_MOUSE Peroxisomal membrane protein 4,1,1,446.807,204.376,266.052,421.303,162.123,196.02,162.594,250.493,234.921,240.231,169.666,192.765,88.4457,153.336,326.217,227.71,230.826,333.381,131.288,370.285
sp|Q9JKR6|HYOU1_MOUSE,Hyou1,HYOU1_MOUSE Hypoxia up-regulated protein 1,3,1,883.182,879.318,1838.27,268.888,1362.24,865.482,1139.36,1013.12,1127.25,1500.5,117.103,84.8151,75.4604,140.256,70.5839,75.7641,67.239,117.352,55.9035,180.054
sp|Q9JKS5|HABP4_MOUSE,Habp4,HABP4_MOUSE Intracellular hyaluronan-binding protein 4,1,0,453.925,393.387,511.916,579.147,847.268,415.904,457.014,381.189,197.796,257.678,0,0,0,0,0,0,0,0,0,0
sp|Q9JL15|LEG8_MOUSE,Lgals8,LEG8_MOUSE Galectin-8,1,0,267.416,169.225,296.357,130.073,278.279,249.361,229.005,257.831,222.403,200.863,0,0,0,0,0,0,0,0,0,0
sp|Q9JLJ4|ELOV2_MOUSE,Elovl2,ELOV2_MOUSE Elongation of very long chain fatty acids protein 2,1,1,163.859,54.7876,109.115,57.4441,58.6431,108.865,91.0047,73.9884,112.984,151.103,68.0427,105.695,50.16,110.329,137.837,124.074,114.113,156.706,70.6701,120.57
sp|Q9JMH9|MY18A_MOUSE,Myo18a,MY18A_MOUSE Unconventional myosin-XVIIIa,22,5,5517.84,2300.31,2583.46,9682.12,2524.28,3518.66,2077.14,4460.12,1911.97,2150.43,421.423,304.203,361.042,440.195,423.375,333.094,325.916,400.451,199.979,287.894
sp|Q9QUM9|PSA6_MOUSE,Psma6,PSA6_MOUSE Proteasome subunit alpha type-6,1,1,109.799,120.607,232.434,40.6606,124.319,156.276,154.193,197.703,146.689,197.564,150.003,230.006,158.691,476.683,218.295,192.458,126.108,124.698,134.785,261.94
sp|Q9QXF8|GNMT_MOUSE,Gnmt,GNMT_MOUSE Glycine N-methyltransferase,4,1,1074.63,720.554,1454.67,798.318,1760.05,1008.95,731.018,802.917,1038.68,1257.64,213.682,208.874,115.922,311.923,119.499,141.109,132.219,195.185,107.421,219.77
sp|Q9QXS1|PLEC_MOUSE,Plec,PLEC_MOUSE Plectin,1,2,335.877,4412.32,353.246,300.367,383.916,471.509,355.043,649.704,684.395,1022.21,600.068,381.226,1153.75,205.134,407.786,265.848,272.101,346.468,1391.7,287.407
sp|Q9QY06|MYO9B_MOUSE,Myo9b,MYO9B_MOUSE Unconventional myosin-IXb,2,1,559.151,490.625,593.779,526.861,437.913,580.496,368.408,530.901,358.916,643.683,45.2593,68.9938,94.3207,81.9112,54.7358,76.9122,98.4242,40.3056,70.0409,19.1379
sp|Q9QYJ0|DNJA2_MOUSE,Dnaja2,DNJA2_MOUSE DnaJ homolog subfamily A member 2,1,0,210.896,233.34,247.011,207.862,210.91,231.064,193.888,252.615,209.034,176.261,0,0,0,0,0,0,0,0,0,0
sp|Q9QZ85|IIGP1_MOUSE,Iigp1,IIGP1_MOUSE Interferon-inducible GTPase 1,2,0,688.576,572.944,765.42,279.666,619.61,955.487,1118.66,1042.14,556.197,521.442,0,0,0,0,0,0,0,0,0,0
sp|Q9QZE5|COPG1_MOUSE,Copg1,COPG1_MOUSE Coatomer subunit gamma-1,1,0,243.073,123.842,41.4772,1168.95,125.166,105.824,83.4481,81.1981,54.8468,377.114,0,0,0,0,0,0,0,0,0,0
sp|Q9QZK2|BCAR3_MOUSE,Bcar3,BCAR3_MOUSE Breast cancer anti-estrogen resistance protein 3,1,2,254.649,269.214,355.084,195.8,262.667,241.674,185.637,213.516,215.771,218.556,268.484,278.15,163.666,332.543,368.044,287.191,324.088,321.366,201.929,416.804
sp|Q9QZS3|NUMB_MOUSE,Numb,NUMB_MOUSE Protein numb homolog,10,0,3954.31,2510.15,3001.34,5971.42,2795.1,3431.69,2705.05,3540.07,2404.83,2245.54,0,0,0,0,0,0,0,0,0,0
sp|Q9QZW0|AT11C_MOUSE,Atp11c,AT11C_MOUSE Probable phospholipid-transporting ATPase 11C,5,1,1105.46,649.447,1028.33,1097.83,794.574,810.948,642.029,861.647,734.307,858.487,385.436,246.728,189.661,446.738,430.6,291.651,312.897,366.599,196.081,406.847
sp|Q9R0H0|ACOX1_MOUSE,Acox1,ACOX1_MOUSE Peroxisomal acyl-coenzyme A oxidase 1,2,2,527.957,455.154,686.951,522.5,508.615,513.427,403.413,296.399,533.913,611.057,175.537,184.228,109.036,220.445,261.856,210.838,140.74,204.716,163.541,665.7
sp|Q9R0P5|DEST_MOUSE,Dstn,DEST_MOUSE Destrin,1,0,134.007,313.14,91.3637,259.754,71.0093,106.298,80.1266,75.3714,104.006,111.249,0,0,0,0,0,0,0,0,0,0
sp|Q9R0Q6|ARC1A_MOUSE,Arpc1a,ARC1A_MOUSE Actin-related protein 2/3 complex subunit 1A,2,0,519.285,442.504,534.312,554.973,594.786,590.111,431.807,484.345,374.545,651.647,0,0,0,0,0,0,0,0,0,0
sp|Q9R1P0|PSA4_MOUSE,Psma4,PSA4_MOUSE Proteasome subunit alpha type-4,0,1,0,0,0,0,0,0,0,0,0,0,67.1941,93.2007,69.4849,109.638,145.96,73.0219,136.603,143.558,209.813,318.056
sp|Q9R1P3|PSB2_MOUSE,Psmb2,PSB2_MOUSE Proteasome subunit beta type-2,1,1,727.074,524.759,548.644,110.078,958.78,961.74,712.451,827.406,1548.46,885.363,41.2786,76.6257,49.205,57.0541,80.1512,43.3512,72.1963,45.4468,133.573,40.9919
sp|Q9R1P4|PSA1_MOUSE,Psma1,PSA1_MOUSE Proteasome subunit alpha type-1,2,1,524.3,718.061,692.175,156.791,645.678,526.571,923.581,1165.87,852.585,773.762,222.083,147.042,161.045,201.574,230.044,137.674,139.165,157.302,154.542,192.874
sp|Q9WTI7|MYO1C_MOUSE,Myo1c,MYO1C_MOUSE Unconventional myosin-Ic,20,14,7406.08,3773.31,4879.26,11456,3752.06,5745.39,2650.27,4768.55,3062.04,2663.1,2553.77,2702.13,3454.36,2423.84,3034,3743.62,1712.54,1459.96,793.808,1124.58
sp|Q9WTP6|KAD2_MOUSE,Ak2,"KAD2_MOUSE Adenylate kinase 2, mitochondrial",0,2,0,0,0,0,0,0,0,0,0,0,82.7714,65.8139,63.1213,126.465,159.56,105.121,83.1486,193.962,99.1685,240.307
sp|Q9WUA2|SYFB_MOUSE,Farsb,SYFB_MOUSE Phenylalanine--tRNA ligase beta subunit,2,2,445.16,362.42,445.87,163.222,440.167,381.605,555.258,540.968,343.335,471.052,361.93,229.456,249.73,341.709,632.419,352.113,451.595,674.909,488.529,1436.62
sp|Q9WUM3|COR1B_MOUSE,Coro1b,COR1B_MOUSE Coronin-1B,1,0,304.065,175.992,244.354,449.642,169.1,178.534,174.831,274.657,178.267,168.029,0,0,0,0,0,0,0,0,0,0
sp|Q9WUM4|COR1C_MOUSE,Coro1c,COR1C_MOUSE Coronin-1C,8,4,2817,1078.57,1457.41,5324.95,1213.92,1886.71,763.598,1653.81,810.523,748.916,897.131,1021.44,1141.95,882.642,714.139,1147.53,797.898,918.501,324.19,340.2
sp|Q9WV32|ARC1B_MOUSE,Arpc1b,ARC1B_MOUSE Actin-related protein 2/3 complex subunit 1B,1,0,201.407,211.576,317.239,193.237,239.574,283.331,232.814,275.963,203.858,186.769,0,0,0,0,0,0,0,0,0,0
sp|Q9WV68|DECR2_MOUSE,Decr2,"DECR2_MOUSE Peroxisomal 2,4-dienoyl-CoA reductase",2,1,847.442,417.318,554.691,1063.92,503.698,714.164,602.404,596.46,292.285,355.471,58.6255,65.1711,49.2214,106.512,71.5866,41.8264,69.7833,73.8739,127.227,131.972
sp|Q9Z0N1|IF2G_MOUSE,Eif2s3x,"IF2G_MOUSE Eukaryotic translation initiation factor 2 subunit 3, X-linked",1,0,295.512,412.548,458.924,165.582,410.028,376.429,394.957,495.875,387.271,389.181,0,0,0,0,0,0,0,0,0,0
sp|Q9Z0R4|ITSN1_MOUSE,Itsn1,ITSN1_MOUSE Intersectin-1,1,0,214.979,133.366,220.832,229.744,121.943,213.013,194.059,168.873,178.537,294.143,0,0,0,0,0,0,0,0,0,0
sp|Q9Z0R6|ITSN2_MOUSE,Itsn2,ITSN2_MOUSE Intersectin-2,6,0,1686.17,1239.02,1449.99,2114.87,1371.17,1310.31,1436.09,1411.73,1156.32,1373.25,0,0,0,0,0,0,0,0,0,0
sp|Q9Z0R9|FADS2_MOUSE,Fads2,FADS2_MOUSE Fatty acid desaturase 2,0,1,0,0,0,0,0,0,0,0,0,0,22.251,77.5254,34.5965,59.7049,61.926,64.7161,75.0079,53.0379,22.6953,38.6146
sp|Q9Z108|STAU1_MOUSE,Stau1,STAU1_MOUSE Double-stranded RNA-binding protein Staufen homolog 1,2,0,608.458,456.088,557.783,541.758,624.507,703.466,789.849,579.766,628.513,452.413,0,0,0,0,0,0,0,0,0,0
sp|Q9Z1G4|VPP1_MOUSE,Atp6v0a1,VPP1_MOUSE V-type proton ATPase 116 kDa subunit a isoform 1,2,1,389.405,345.76,484.001,271.572,708.254,466.527,377.826,448.965,495.406,398.604,33.3124,35.0078,34.3924,46.9026,69.4794,45.5429,58.9129,57.4544,67.9151,44.671
sp|Q9Z1N5|DX39B_MOUSE,Ddx39b,DX39B_MOUSE Spliceosome RNA helicase Ddx39b,0,1,0,0,0,0,0,0,0,0,0,0,66.3593,63.926,67.6272,117.841,90.8255,78.6805,163.101,89.2901,131.707,241.119
sp|Q9Z1T1|AP3B1_MOUSE,Ap3b1,AP3B1_MOUSE AP-3 complex subunit beta-1,1,0,143.645,89.2106,149.048,127.621,108.372,116.919,93.5796,147.05,93.9456,88.0431,0,0,0,0,0,0,0,0,0,0
tr|A2AIX1|A2AIX1_MOUSE,Sec16a,A2AIX1_MOUSE Protein Sec16a,1,1,155.576,118.727,154.284,166.983,140.389,133.42,88.0396,147.34,115.861,103.32,61.183,51.6691,70.0128,40.0529,59.6079,59.8704,45.4943,32.9737,30.5106,32.3809
tr|A8DUK4|A8DUK4_MOUSE,Hbbt1,A8DUK4_MOUSE Beta-globin,5,5,968.888,1722.05,1372.29,647.102,1843.96,1308.51,884.466,2333.43,1000.28,1235.97,1474.72,743.763,360.7,1421.75,922.573,542.51,394.849,435.694,469.33,1426.02
tr|A8Y5E1|A8Y5E1_MOUSE,Zfp691,A8Y5E1_MOUSE Zinc finger protein 691 (Fragment),1,0,214,195.286,451.054,121.057,263.938,284.147,225.556,243.49,257.909,356.164,0,0,0,0,0,0,0,0,0,0
tr|B1AWE0|B1AWE0_MOUSE,Clta,B1AWE0_MOUSE Clathrin light chain A,7,5,2942.52,700.551,1417.11,7500.51,1483.12,1463.21,896.658,1242.86,790.078,914.146,1242.64,1853.85,2410.41,1205.1,848.783,2269.78,1023.73,755.138,358.611,373.686
tr|B9EJ86|B9EJ86_MOUSE,Osbpl8,B9EJ86_MOUSE Oxysterol-binding protein,7,2,1625.99,726.637,967.593,2145.02,801.23,1181.9,978.217,1367.39,751.686,728.588,151.032,152.917,168.313,153.873,149.601,200.06,252.721,213.486,118.495,151.699
tr|D3YUP6|D3YUP6_MOUSE,Ugt2b36,D3YUP6_MOUSE Protein Ugt2b36 (Fragment),2,0,783.362,759.818,1569.98,292.313,914.904,625.553,828.087,779.552,695.427,973.133,0,0,0,0,0,0,0,0,0,0
tr|D3Z6I7|D3Z6I7_MOUSE,Cald1,D3Z6I7_MOUSE Protein Cald1,6,0,1777.53,814.262,1207.51,2718.64,1028.79,1217.03,825.622,1287.06,814.703,708.18,0,0,0,0,0,0,0,0,0,0
tr|E9PV24|E9PV24_MOUSE,Fga,E9PV24_MOUSE Protein Fga,2,0,715.484,742.18,1047.06,773.93,838.748,750.419,729.364,784.428,544.308,860.532,0,0,0,0,0,0,0,0,0,0
tr|E9PV38|E9PV38_MOUSE,Ces2g,E9PV38_MOUSE Protein Ces2g,2,2,796.286,607.59,1221.49,219.858,1111.03,896.195,970.731,811.112,901.305,895.286,275.964,288.423,193.409,546.162,254.251,229.977,402.325,285.304,234.597,420.614
tr|E9PVA8|E9PVA8_MOUSE,Gcn1l1,E9PVA8_MOUSE Protein Gcn1l1,0,1,0,0,0,0,0,0,0,0,0,0,94.9766,49.0025,49.1768,115.229,128.956,79.0915,79.6384,138.618,54.6296,176.796
tr|E9PW79|E9PW79_MOUSE,Ddr1,E9PW79_MOUSE Epithelial discoidin domain-containing receptor 1,0,1,0,0,0,0,0,0,0,0,0,0,94.3648,114.104,37.6786,110.819,125.539,55.1622,49.8423,101.44,1802.08,64.3915
tr|E9Q174|E9Q174_MOUSE,Myo6,E9Q174_MOUSE Unconventional myosin-VI,61,34,28116,7442.78,8966.25,57944.8,11133.5,13979.6,7044.6,9715.92,6153.4,5679.3,11461.6,12422.6,19697,10708.4,7809.69,11227.8,5011.93,4740.35,1782.98,2963.72
tr|E9Q5K4|E9Q5K4_MOUSE,Cyp2c44,E9Q5K4_MOUSE Protein Cyp2c44,1,0,124.645,116.841,189.887,75.4608,150.501,103.361,94.0197,68.9283,85.729,128.317,0,0,0,0,0,0,0,0,0,0
tr|E9Q616|E9Q616_MOUSE,Ahnak,E9Q616_MOUSE Protein Ahnak,6,3,2550.78,11529.5,3259.48,2329.75,2679.18,2911.21,1913.04,4524.16,3696.07,7920.19,396.214,506.995,600.414,428.145,707.955,394.532,571.942,685.466,1660.02,999.86
tr|E9QPE7|E9QPE7_MOUSE,Myh11,E9QPE7_MOUSE Myosin-11,16,1,4597.53,1754.45,2577.42,10314.8,6245.92,2976.32,1851.96,2690.48,2007.93,1700.07,197.868,317.349,172.087,229.539,151.91,132.162,126.251,255.789,90.2086,131.015
tr|F6WP73|F6WP73_MOUSE,Slc38a11,F6WP73_MOUSE Putative sodium-coupled neutral amino acid transporter 11 (Fragment),0,1,0,0,0,0,0,0,0,0,0,0,192.172,265.961,130.433,547.916,357.564,165.981,141.447,204.325,169.695,299.573
tr|F8VPN4|F8VPN4_MOUSE,Agl,F8VPN4_MOUSE Protein Agl,7,8,2454.42,2356.59,3331.62,1403.52,3473.81,3864.92,1585.24,2412.13,1975.27,2814.67,1283.07,1348.62,805.987,1853.1,1915.51,1420.98,749.713,760.43,1137.7,1103.65
tr|G3X922|G3X922_MOUSE,Dnajc13,G3X922_MOUSE MCG115602,0,1,0,0,0,0,0,0,0,0,0,0,109.144,58.0412,59.4045,97.0724,114.082,84.6942,103.101,106.198,66.6755,56.1621
tr|G5E8R1|G5E8R1_MOUSE,Tpm1,"G5E8R1_MOUSE Tropomyosin 1, alpha, isoform CRA_j",3,1,1098.6,746.701,631.674,1778.41,838.605,1284.31,1069.37,872.987,1289.29,861.961,259.508,239.474,247.083,166.594,258.931,326.709,412.806,280.714,368.453,264.85
